"Type for 4CE Analysis","Med Class","Class Name","Med Name","ATC Code","Parent RxNorm","ACT RxNorm List","ACT Path","ACT NDC List"
"Tracked Drugs","COAGB","Antithrombotic agents","Phenprocoumon","B01AA04",8150,,,
"Tracked Drugs","COAGB","Antithrombotic agents","Acenocoumarol","B01AA07",154,"RxNorm:154,246018,246019,370743","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\APreparations\154\",
"Tracked Drugs","COAGB","Antithrombotic agents","Tioclomarol","B01AA11",163426,,,
"Tracked Drugs","COAGB","Antithrombotic agents","Heparin","B01AB01",5224,"RxNorm:5224,204429,204431,238722,238727,238729,238730,241112,241113,244230,244231,244239,244240,310710,310713,310723,310732,310733,310734,310739,310741,314013,381158,542824,581236,727778,727851,729968,729969,729970,729971,729972,729973,729974,729976,730002,746573,746574,829884,829885,829886,829888,830698,848335,848339,849297,849298,849299,849300,849301,849312,849313,849317,849333,849337,849338,849339,849340,849341,849342,849344,849699,849702,849710,849712,849715,849718,849722,849726,849764,849770,849776,849814,1241815,1241823,1245688,1313142,1359733,1359900,1359967,1360012,1360432,1361029,1361038,1361048,1361226,1361568,1361574,1361577,1361607,1361613,1361615,1361853,1362024,1362026,1362027,1362029,1362030,1362048,1362052,1362054,1362055,1362057,1362059,1362060,1362061,1362062,1362063,1362065,1362067,1362824,1362831,1362837,1362935,1362962,1490491,1490493,1656595,1656599,1656760,1658634,1658637,1658647,1658659,1658690,1658692,1658707,1658717,1658719,1658720,1659195,1659197,1659260,1659263,1798389,1856275,1856278,1857598,1857949","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\HPreparations\5224\","NDC:00002721601,00002721701,00002721801,00002721901,00003296320,00008027501,00008027502,00008027601,00008027701,00008027801,00008027802,00008048701,00008048703,00008048750,00008048751,00008052301,00008052302,00008052350,00008052351,00008252801,00008252802,00008252803,00008252850,00008252851,00008252852,00008252901,00008252902,00008252903,00008252950,00008252951,00008252952,00009026801,00009026802,00009026807,00009026812,00009029101,00009029102,00009031701,00009031702,00009031708,00009031709,00009031710,00009031711,00024072101,00024072102,00024072112,00024072113,00024072114,00024072115,00024072116,00024072117,00024072118,00024072120,00024072132,00024072134,00024072199,00024072212,00024072213,00024072214,00024072215,00024072216,00024072217,00024072221,00024072222,00024072224,00024072225,00024072226,00024072227,00024072233,00024072235,00024072299,00024072502,00024072503,00024073312,00024073315,00024073350,00024073357,00024073359,00024073602,00024073603,00024074112,00024074212,00052080110,00052080130,00052080201,00052080210,00052080501,00052080504,00052081110,00052081175,00052081210,00052081225,00052081250,00052081302,00052081305,00052081325,00052081504,00052081525,00052081550,00056003002,00069004301,00069004302,00069005801,00069005802,00069005901,00069005902,00069005903,00069005904,00069006201,00069006202,00069013701,00069013703,00074115112,00074115114,00074115170,00074115171,00074115173,00074115178,00074115212,00074115214,00074115270,00074115271,00074115273,00074115278,00074128001,00074128002,00074128003,00074128005,00074128011,00074128012,00074128013,00074128015,00074128021,00074128022,00074128023,00074128025,00074128031,00074128032,00074128033,00074128035,00074128101,00074128102,00074128103,00074128105,00074128111,00074128112,00074128113,00074128115,00074128121,00074128122,00074128123,00074128125,00074128131,00074128132,00074128133,00074128135,00074128202,00074131601,00074131611,00074131612,00074131613,00074131614,00074131631,00074131632,00074131666,00074138901,00074138902,00074138932,00074140201,00074140211,00074140231,00074345405,00074345425,00074482201,00074628602,00074628611,00074628702,00074628703,00074629202,00074629302,00074629303,00074762003,00074762059,00074765002,00074765062,00074765102,00074765103,00074765162,00074776103,00074776130,00074779312,00074779323,00074779361,00074779362,00074779412,00074779423,00074779462,00089041001,00089042501,00209422014,00223780101,00223780801,00223781010,00223781801,00223782010,00223782801,00223783004,00223783105,00223783210,00223784001,00223784005,00223784310,00223784430,00223784525,00223784601,00223784704,00223784725,00223786101,00223786302,00223786501,00223786702,00247119530,00247119550,00257012501,00257012601,00257012701,00257016701,00264557210,00264557510,00264557710,00264887200,00264887210,00264887510,00264887710,00264956710,00264957710,00264958720,00264987210,00298690861,00338043103,00338043304,00338045003,00338045102,00338054903,00338055002,00338055003,00338055202,00338810669,00338811070,00338820669,00338820969,00338821070,00338821269,00338955210,00338955620,00364653854,00364653934,00364653949,00364653953,00364653954,00364654046,00364654048,00364654053,00364666934,00364666954,00364666956,00381004901,00381004904,00381004905,00381004910,00381005001,00381005002,00381005004,00381005005,00381005010,00381040301,00381041802,00381041810,00381046301,00381046305,00381046310,00402004910,00402005005,00402041810,00402046310,00409000829,00409000830,00409115112,00409115170,00409115178,00409115212,00409115214,00409115270,00409115278,00409128015,00409128031,00409128032,00409128033,00409128035,00409128131,00409128132,00409128133,00409128135,00409131601,00409131602,00409131611,00409131612,00409131613,00409131614,00409131625,00409131631,00409131632,00409131666,00409140201,00409140211,00409140212,00409140227,00409140231,00409229402,00409258102,00409258402,00409272001,00409272002,00409272003,00409272030,00409272031,00409272032,00409272101,00409272130,00409272301,00409272302,00409272330,00409272331,00409345405,00409345425,00409762003,00409762013,00409762049,00409762059,00409765052,00409765062,00409765103,00409765113,00409765152,00409765162,00409776003,00409776013,00409776103,00409776113,00409776130,00409779313,00409779323,00409779352,00409779362,00409779452,00409779462,00418434105,00418435105,00418435141,00436022070,00436022145,00436022170,00436022175,00436022270,00436022273,00436027570,00454091330,00456077826,00463103404,00463103405,00463103410,00467103325,00467115525,00467126225,00467203325,00467215225,00467750710,00469003015,00469003115,00469003325,00469015225,00469081330,00469081350,00469083300,00469083303,00469083370,00469091300,00469091330,00469091350,00469092300,00469092303,00469092330,00469093300,00469093320,00469094310,00469103315,00469115515,00469126215,00469170030,00469190300,00469190303,00469203325,00469215215,00469276010,00469276025,00469300115,00469301025,00469303025,00469310115,00469310525,00469504001,00469504201,00469504401,00469504501,00469504505,00517430101,00527013955,00527014855,00527017455,00527018965,00536486070,00536486075,00536490070,00536492570,00536495065,00641027221,00641027225,00641027321,00641027325,00641038721,00641038725,00641038925,00641039102,00641039112,00641039125,00641039137,00641039164,00641039225,00641039325,00641039825,00641040002,00641040012,00641040021,00641040025,00641040037,00641040064,00641040125,00641041002,00641041012,00641041025,00641041037,00641041064,00641041125,00641041425,00641243641,00641243645,00641243841,00641243845,00641244030,00641244041,00641244045,00641244055,00641244241,00641244245,00641244341,00641244345,00641245030,00641245041,00641245045,00641245055,00641246030,00641246041,00641246045,00641246055,00641247030,00641247041,00641247045,00641247055,00641326009,00641326209,00641326403,00641326503,00641326603,00641326703,00641326803,00677027521,00686001101,00686001105,00686001801,00686001802,00686001910,00741011901,00741012001,00781332771,00781332795,00781332796,00781333125,00781333135,00781333170,00781333171,00781333190,00781333196,00781333225,00781333270,00781333371,00781333396,00814365046,00814365540,00814366038,00839517530,00839558930,00839559025,08166110003,08166110005,08166111003,08166111005,08290034002,08290034003,08290035005,08290036003,08290036005,08290036006,08290036105,08290037002,08290037003,08290038003,08290038005,08290039003,08290039005,08290039105,08290040003,08290041003,08290306413,08290306414,08290306423,08290306424,08290306509,08290306510,08290306511,08290306512,08290306513,08290306514,08290306515,08290306516,08290306517,08290306521,08290306525,08290306527,08290306528,08290306531,08290306537,08450602603,08450603005,08450603403,08450603705,08450604603,08450604903,08450605005,08450605503,08450605805,08881580123,08881580125,08881590121,08881590123,08881590125,10719004542,10719004642,10719004731,10719004742,10719004842,10974000405,10974000510,10974000805,10974001010,10974030605,11743021002,12671002403,12671002407,12671002503,12671002601,12671002603,12671002701,12671002703,12671006303,12671006307,12671006403,12671006501,12671006515,15082072950,15082073450,17474012303,17474012305,17474012501,17474012502,17474012503,17474012505,24200055844,24200066010,24200066013,24200066110,24200067313,24200068269,24200072845,25021040001,25021040010,25021040030,25021040066,25021040067,25021040102,25021040201,25021040210,25021040266,25021040301,25021040304,25021040366,25021040401,39769001101,39769001102,39769001105,39769001171,39769001173,39769001175,39769001703,39769001801,39769001802,39769001805,39769001910,39769001930,39769002601,39769002701,39769002801,39769002905,39769003005,39769003501,39769003510,39769003530,39769003571,39769003610,39769003630,39769003671,39769003702,39769003703,39769003705,39769006002,39769006003,39769006005,39769006102,39769006103,39769006105,39769010671,39769010673,39769010771,39769010773,39769010775,39769011771,39769011773,39769011775,39769011871,39769011873,39769011875,48433032901,48433032910,48433033001,48433033010,49072029130,49072029710,49072029905,49910000606,51698004910,52533009824,52533009830,52533010470,52533010630,52533010632,52533013830,52533014238,52533017918,52533017961,52533017974,52533021532,52533021640,52584015178,52584015270,52584026201,52584040001,52584040201,52584054001,52584054201,52584058102,52958031004,52958032004,52958033008,52958033012,52958034012,53638005005,53978205207,53978300807,54868309000,55154014105,55154236205,55154238005,55154238205,55154239705,55154273405,55154282605,55154282705,55154287105,55154420507,55154474905,55154510105,55154510107,55154510305,55154510307,55154510905,55154512205,55154512207,55154512605,55154698505,55154698908,55154699605,55154870107,55154935105,55154935305,55154935405,55154935505,55154935905,55154936005,55154936105,55154937305,55154937705,55154939205,55154939705,59747003702,59747003703,59747003705,59747006002,59747006003,59747006005,59747010671,59747010673,59747010675,59747010681,59747010683,59747010685,59747010771,59747010773,59747010775,59747010781,59747010783,59747010785,61553020302,61553020350,61553020403,61553040046,61553040102,61553040246,61553040302,61553041802,61553041902,61553090503,61553090704,61553091203,61553091304,61553094102,62338021403,62338022303,62338022503,62338313701,62338332701,62338352701,62338510503,62338521303,62338531303,62584038342,62584038845,63323001710,63323003810,63323003830,63323004710,63323026201,63323026255,63323027602,63323045909,63323051774,63323051877,63323052277,63323052374,63323054001,63323054011,63323054031,63323054057,63323054201,63323054207,63323054302,63323054401,63323054411,63323054431,63323054501,63323054505,63323054509,63323054901,63323055701,63323091501,63739090012,63739090026,63739090114,63739090128,63739092011,63739092025,63739093114,63739093128,63739094215,63739094229,63739095311,63739095325,63739096411,63739096425,63739097513,63739097527,63739098611,63739098625,63807030031,63807030035,63807036031,63807040031,63807040035,63807050005,63807050031,63807050050,63807050051,63807050055,63807050512,63807056031,63807056051,63807060005,63807060031,63807060050,63807060051,63807060055,63807060512,63807066031,63807066051,64054100302,64253022211,64253022212,64253022221,64253022222,64253022223,64253022225,64253022230,64253022233,64253022235,64253022252,64253033301,64253033311,64253033312,64253033321,64253033322,64253033323,64253033325,64253033330,64253033333,64253033335,64253033352,64253044421,64253044422,64253044423,64253044425,64253044430,64253044433,64253044435,64579004301,64579004325,67457037212,67457037299,67457037312,67457037399,67457037412,67457037499,67457038310,67457038399,67457038431,67457038499,67457038510,67457038599,67457060202,67457060299,67457060305,67457060399,68083013601,68083013625,68883001003,68883001004,68883001005,68883001006,68883002005,68883010001,68883010002,68883010003,68883010004,68883010005,68883010006,68883010010,68883010013,68883010015,71019011502,76045010810"
"Tracked Drugs","COAGB","Antithrombotic agents","Dalteparin","B01AB04",67109,"RxNorm:67109,211763,212155,242501,248140,248141,371679,562130,562550,645887,727382,727383,727384,727718,727719,727838,727859,727860,727861,753111,753112,753113,792060,827000,827001,827003,827069,827099,978725,978727,978733,978735,978736,978737,978738,978740,978741,978744,978745,978746,978747,978755,978757,978759,978761,978777,978778","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\DPreparations\67109\","NDC:00013240691,00013242601,00013242691,00013243606,00013519001,00013519101,00069019501,00069019502,00069019601,00069019602,00069020601,00069020602,00069021701,00069021702,00069022001,00069022002,00069022301,00069022302,00069022801,00069022802,00069023201,59267243606,59267519101,62195010010,62195010110,62195010301,62195010401,62195011501,62195011601,62195011701,62856010001,62856010010,62856010101,62856010110,62856010201,62856012501,62856012510,62856015001,62856015010,62856018001,62856018010,62856025001,62856025010,62856025101,62856050001,62856050010,62856075001,62856075010"
"Tracked Drugs","COAGB","Antithrombotic agents","Enoxaparin","B01AB05",67108,"RxNorm:67108,205791,282479,352081,372012,727722,727723,727724,727725,727726,727727,727728,727729,727730,759595,759596,759597,759598,759599,759600,759601,854228,854232,854235,854236,854238,854239,854241,854242,854245,854247,854248,854249,854252,854253,854255,854256,1245458","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\EPreparations\67108\","NDC:00075062040,00075062041,00075062160,00075062161,00075062280,00075062281,00075062300,00075062301,00075062403,00075062430,00075062431,00075062603,00075062604,00075291201,00075291202,00075291501,00075291502,00075801301,00075801310,00075801401,00075801410,00075801601,00075801610,00075801801,00075801810,00075802001,00075802010,00075802201,00075802210,00075802501,00075802510,00075803001,00078135006,00548560100,00548560200,00548560300,00548560400,00548560500,00548560600,00548560700,00548563100,00548563200,00548563300,00548563400,00548563500,00548563600,00548563700,00703851021,00703851023,00703853021,00703853023,00703854021,00703854023,00703856021,00703856023,00703858021,00703858023,00703861021,00703861023,00703868021,00703868023,00781311901,00781311902,00781311903,00781311904,00781311905,00781311963,00781311964,00781311966,00781311968,00781311969,00781312104,00781312105,00781312168,00781312169,00781312293,00781313301,00781313363,00781322402,00781322464,00781335603,00781335666,00781342804,00781342868,00781350005,00781350069,00781361204,00781361268,00781365505,00781365569,00955100310,00955100410,00955100610,00955100810,00955101010,00955101210,00955101510,00955101601,12516062403,12854062603,35356001810,35356001910,35356002010,35356048110,50090344500,51789062041,51789062431,54569574201,54868511200,54868511201,54868544000,54868544001,54868558700,54868558701,54868583500,54868583700,55154402405,55154402805,55154402905,55154403005,55154403105,55154403305,55154403405,55154403505,55154403605,55154403705,55154543305,55154543405,55154543505,55154543605,55154543705,55154544005,55154544105,55154544205,55154544305,55154544405,55154939905,55154957605,55154957805,55154957905,55154958005,58016487201,61450062004,61450062106,61450062208,61450062300,61450062403,61450291201,61450291501,62037083920,62037084920,62037086120,62037086220,62037086320,62037086420,62037086620,63323056586,63323056593,63323056883,63323056884,63323056887,63323056888,63323056890,63323056894,63323056895,63323056896,63323056898,63323056899,63323056984,63323056990,63323056995,63323056999,63552062603,64579005001,64579005010,64579037001,64579037010,68115074910,68115077410"
"Tracked Drugs","COAGB","Antithrombotic agents","Nadroparin","B01AB06",67031,"RxNorm:67031,251272,376834,415379","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\NPreparations\67031\",
"Tracked Drugs","COAGB","Antithrombotic agents","Parnaparin","B01AB07",69528,,,
"Tracked Drugs","COAGB","Antithrombotic agents","Reviparin","B01AB08",75960,"RxNorm:75960,727878,795798,857645","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\RPreparations\75960\",
"Tracked Drugs","COAGB","Antithrombotic agents","Tinzaparin","B01AB10",69646,"RxNorm:69646,152604,283855,284458,313410,351111,374638,727880,727881,727882,727883,727884,727888,727892,978713,978715,978717,978718,978719,978720,978721,978722,978723","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\TPreparations\69646\","NDC:00056034208,00056034253,50222034208,50222034253,54653034202,54653034203,54653034208,54653034253,67211034208,67211034253"
"Tracked Drugs","COAGB","Antithrombotic agents","Bemiparin","B01AB12",280611,"RxNorm:280611,727831,727832,727834,727920,727922,727926,857253,857255,857257,857259,857261","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\BPreparations\280611\",
"Tracked Drugs","COAGA","Antithrombotic agents","Clopidogrel","B01AC04",32968,"RxNorm:32968,213169,309362,374583,749196,749198","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\CPreparations\32968\","NDC:00093731405,00093731456,00093731498,00247187400,00247187430,00247187460,00247187477,00247187490,00247227330,00247227360,00378362705,00378362777,00378362793,00378362805,00378362877,00378362893,00615458331,00615458339,00615458363,00615771905,00615771930,00615771939,00615801405,00615801430,00615801439,00904629461,00904646707,13411011701,13411011702,13411011703,13411011706,13411011709,13668014101,13668014105,13668014110,13668014130,13668014144,13668014171,13668014174,13668014190,16590028830,16590028860,16590028890,16729021810,16729021815,16729021816,16729021846,16729021910,16729021945,16729021946,16729021975,21695066530,21695066590,24236036501,24236036502,24236082402,24236082423,31722090101,31722090105,31722090110,31722090130,31722090190,31722090201,31722090205,31722090230,31722090290,33261052830,33261098700,33261098730,33261098760,33261098790,33342006007,33342006010,33342006012,33342006015,35919117100,42254023830,42254023890,42254039530,42254039590,42543071301,42543071305,42543071310,42543071330,42543071390,42543071401,42543071405,42543071430,42543071490,43063037130,43063037160,43063037190,43353026930,43353026960,43547048403,43547048409,43547048450,43547048503,43547048510,47335089413,47335089418,47335089419,47335089481,47335089483,49349099002,49349099519,49848000190,49856025301,49856025302,49856025303,49856025304,49999040230,49999040290,49999086230,50090130100,50090130101,50090208200,50090208201,50090259800,50090259801,50228012105,50228012130,50228012410,50228012430,50436998601,50436998603,51079055701,51079055720,51079055801,51079055803,51138024630,51407003210,51407003230,51407003290,52125004602,52125017402,52125024302,52125024319,52125087902,52125096002,52959077830,53002167200,53002167203,53360117100,53360133203,53808061602,53808076301,53808080602,53808100201,53808100202,53808102501,53808103101,54458088810,54458088816,54569470000,54569470002,54569632700,54569632701,54868407000,54868407001,54868407002,54868554600,54868633600,54868633601,55048007830,55111019601,55111019605,55111019630,55111019690,55111067101,55111067105,55111067106,55111067130,55111067131,55111067148,55111067178,55111067179,55111067181,55111067190,55154201600,55154201607,55154202200,55154337600,55154348806,55154538800,55154627809,55154668304,55154668307,55289091115,55289091130,55648031400,55648031401,55648031402,55648031403,55648031404,55648031500,55648031501,55648031502,55648031504,55700057090,57237018905,57237018930,57237018990,57237018999,58016001400,58016001401,58016001402,58016001403,58016001404,58016001405,58016001406,58016001407,58016001408,58016001409,58016001410,58016001430,58016001460,58016001490,58016091000,58016091001,58016091002,58016091003,58016091004,58016091005,58016091006,58016091007,58016091008,58016091009,58016091010,58016091012,58016091014,58016091015,58016091016,58016091018,58016091020,58016091021,58016091024,58016091025,58016091026,58016091027,58016091028,58016091030,58016091032,58016091035,58016091036,58016091040,58016091042,58016091044,58016091045,58016091048,58016091050,58016091056,58016091060,58016091067,58016091069,58016091070,58016091071,58016091072,58016091073,58016091075,58016091076,58016091077,58016091079,58016091080,58016091081,58016091082,58016091083,58016091084,58016091087,58016091089,58016091090,58016091091,58016091092,58016091096,58016091097,58016091098,58016091099,58118035703,58118035706,58118035708,58118035709,58864074830,59762670002,60429011033,60429030101,60429030110,60429030130,60429030160,60429030177,60429030190,60505025301,60505025302,60505025303,60505025304,60505353200,60505353202,60505353205,60505399203,60760073530,60760073590,61786012319,61786027602,61786027619,61786027620,61786097219,61919000730,62034001501,62034001530,62034001577,62034001590,62034001711,62034001773,62301007171,62584013150,63187036230,63187036260,63187036290,63187063930,63187063960,63187063990,63629159801,63629159802,63629159803,63629159804,63629472801,63629472802,63629472803,63629472804,63629685701,63653117101,63653117103,63653117104,63653117105,63653117106,63653117109,63653117110,63653117130,63653133202,63653133203,63874056410,63874056430,63874056490,64205035730,64679031400,64679031401,64679031402,64679031403,64679031404,64679031500,64679031501,64679031502,64679031503,64679031504,64980034303,64980034309,64980034350,65162041403,65162041409,65162041411,65162041450,65862035701,65862035705,65862035710,65862035730,65862035790,65862035799,66105011901,66105011903,66105011906,66105011909,66105011915,66116049430,66267069615,66267069660,66267129903,67046009907,67046009914,67046009915,67046009920,67046009921,67046009928,67046009930,67046009960,67046010007,67046010014,67046010015,67046010021,67046010028,67046010030,67046010060,67046060430,67216017101,67216017103,67216017105,67216017106,67228026103,67228026106,67544050430,67544050460,67544050474,67544065131,68071153303,68071157809,68071331909,68071402303,68071403103,68071405709,68071413803,68071426809,68084053601,68084053611,68084053725,68084053795,68084060901,68084060911,68084075225,68084075295,68115085530,68115085560,68115085590,68151311809,68258600603,68258607303,68258607309,68645043054,68645044370,68788632403,68788632406,68788632409,68788723803,68788723806,68788723809,68788978503,68788978506,68788978509,69117101001,69117101002,69117101003,69117101004,69367019405,69367019430,70400010110,70400010130,70400010190,70518019500,70518040000,70518040001,70518047100,70518071700,70518075000,70518099000,70518099100,70518107900,70518107901,70518107902,70518138300,70518151000,70710141700,70710141703,70710141705,70710141709,70771106200,70771106203,70771106205,70771106209,70786006001,70786006003,70882011630,71205007330,71205007360,71205007390,71335008001,71335008002,71335008003,71335008004,71335058101,71335058102,71335058103,71335058104,71335075201,71335075202,71335075203,71335075204,71399750001,71399750002,71399750003,71399750005,71399750009,71717010103,71717010109,71717010150,76519101602,76519101603"
"Tracked Drugs","COAGA","Antithrombotic agents","Ticlopidine","B01AC05",10594,"RxNorm:10594,208558,313406,374131","\ACT\Medications\MedicationsByAlpha\V2_12112018\RxNormUMLSRxNav\TPreparations\10594\","NDC:00004001814,00004001822,00004001823,00004001881,00004001892,00004001899,00033043138,00033043153,00093015401,00093015405,00185011505,00185011530,00185011560,00228261303,00228261306,00228261311,00247127530,00247127560,00378045301,00378045305,00440856260,00440856291,00440856292,00480015401,00480015405,00781151405,00781151431,00781151460,00904537840,00904537846,00904537852,00904537860,00904537861,15338037852,26053032301,42291080301,49856002702,49856002704,49856002707,49856002709,49884059901,49884059902,49884059905,49884059911,51079092019,51079092020,53978302703,54569469100,54569469101,54868378300,54868378301,54868506200,55567005400,55567005407,55567005413,55567005418,55567005425,57664032706,57664032713,57664032783,57664032786,57664032788,58056039203,58056039306,58056039450,60429076405,60429076430,60429076460,60505002702,60505002704,60505002707,60505002709,62318002702,62318002704,62318002707,62318002709,66105013901,66105013902,66105013903,66105013906,66105013910,68151007900"
